DIVISION,ST,AGEP,CIT,MAR,SCHL,WAGP,NATIVITY
8,49,10,1,5,16.0,1,1
5,37,23,1,5,22.0,9,1
3,39,1,1,5,0.0,0,1
9,6,29,4,1,20.0,1,2
2,34,34,1,5,16.0,0,1
2,34,8,1,5,14.0,0,1
5,12,14,4,5,21.0,1,2
5,12,14,1,5,21.0,3,1
9,53,6,1,5,10.0,0,1
9,6,6,1,5,10.0,0,1
3,55,35,1,1,16.0,0,1
5,37,17,1,1,17.0,3,1
2,36,33,4,1,11.0,0,2
7,48,23,5,1,1.0,0,2
4,29,2,1,5,2.0,0,1
9,6,9,1,5,14.0,0,1
8,49,0,1,5,0.0,0,1
2,36,14,1,1,20.0,2,1
2,42,32,1,1,18.0,2,1
3,26,30,1,1,16.0,4,1
2,36,34,1,5,16.0,0,1
5,37,34,1,3,17.0,0,1
7,5,8,1,5,12.0,0,1
3,39,32,1,3,17.0,0,1
1,25,12,1,5,21.0,1,1
7,48,15,1,5,23.0,4,1
3,26,10,1,5,19.0,0,1
9,6,18,5,1,21.0,0,2
1,25,39,5,2,8.0,0,2
3,17,34,1,1,16.0,8,1
8,8,10,1,5,19.0,0,1
2,36,19,1,3,21.0,0,1
5,12,6,1,5,10.0,0,1
9,6,9,1,5,19.0,0,1
2,42,12,1,5,21.0,0,1
1,9,39,1,3,16.0,0,1
8,49,13,1,1,22.0,3,1
5,12,12,1,5,20.0,1,1
9,6,6,1,5,10.0,0,1
8,4,9,1,5,14.0,0,1
6,47,9,5,5,16.0,1,2
1,9,28,1,1,23.0,10,1
5,12,10,1,5,16.0,0,1
5,54,27,1,5,16.0,1,1
2,42,14,1,1,16.0,0,1
2,36,30,1,1,15.0,3,1
7,48,20,1,1,22.0,2,1
9,6,16,1,5,19.0,0,1
9,6,26,5,1,16.0,1,2
2,36,23,1,5,16.0,0,1
9,6,6,1,5,10.0,0,1
9,6,21,1,1,22.0,0,1
1,25,37,1,3,16.0,0,1
3,18,13,1,5,16.0,3,1
5,13,9,1,5,19.0,0,1
3,55,31,1,1,13.0,0,1
3,39,13,1,5,18.0,2,1
7,48,19,1,1,22.0,5,1
5,51,21,1,1,23.0,0,1
2,36,9,1,5,19.0,0,1
8,32,27,4,1,18.0,4,2
8,32,37,1,1,22.0,0,1
8,4,35,1,1,22.0,0,1
5,37,31,5,5,5.0,2,2
3,17,29,1,5,15.0,2,1
6,21,38,1,1,16.0,0,1
9,6,19,1,1,21.0,3,1
7,48,4,1,5,6.0,0,1
3,18,28,1,1,16.0,0,1
4,31,32,1,1,16.0,2,1
3,18,2,1,5,1.0,0,1
5,12,27,4,1,24.0,7,2
3,17,34,1,3,16.0,3,1
3,26,9,3,5,16.0,0,1
7,48,35,4,2,20.0,0,2
3,18,3,4,5,3.0,0,2
3,39,33,1,2,16.0,0,1
9,6,36,1,1,17.0,0,1
5,45,21,1,1,19.0,0,1
4,19,43,4,1,1.0,0,2
3,18,21,1,1,20.0,2,1
7,5,28,1,3,17.0,0,1
1,25,13,1,5,18.0,0,1
3,55,38,1,1,22.0,0,1
2,42,32,1,1,16.0,4,1
5,45,31,1,5,13.0,0,1
3,17,5,1,5,8.0,0,1
5,13,35,1,3,17.0,0,1
9,6,39,1,1,19.0,0,1
3,39,38,1,1,8.0,0,1
2,34,10,4,5,19.0,0,2
8,32,37,1,3,21.0,0,1
1,23,7,1,5,12.0,0,1
9,6,21,1,1,19.0,5,1
9,6,9,1,5,18.0,1,1
5,12,10,1,5,20.0,1,1
6,1,13,1,1,20.0,2,1
9,53,36,1,1,21.0,0,1
5,12,0,1,5,0.0,0,1
3,17,10,1,5,18.0,0,1
5,12,5,1,5,7.0,0,1
6,1,32,1,1,19.0,5,1
0,72,29,1,3,21.0,0,1
5,13,41,1,1,19.0,0,1
1,23,28,1,1,21.0,18,1
5,24,29,1,2,19.0,0,1
2,34,23,1,1,21.0,2,1
2,36,28,1,1,13.0,1,1
8,4,5,1,5,6.0,0,1
4,38,29,1,1,20.0,0,1
4,19,10,1,5,18.0,2,1
7,40,17,1,1,19.0,1,1
9,6,18,4,1,16.0,0,2
3,26,17,1,1,21.0,3,1
5,13,17,1,1,21.0,0,1
5,51,23,1,1,21.0,7,1
6,47,26,1,1,16.0,1,1
9,6,11,1,5,21.0,0,1
7,48,2,1,5,2.0,0,1
9,53,31,1,5,16.0,0,1
2,36,19,1,1,17.0,2,1
2,36,9,1,5,18.0,0,1
2,36,37,1,1,21.0,0,1
5,24,23,1,5,22.0,6,1
5,51,24,4,1,22.0,11,2
2,42,11,4,5,17.0,0,2
3,39,1,1,5,0.0,0,1
3,39,15,1,5,19.0,0,1
4,19,31,1,5,19.0,0,1
7,5,6,1,5,8.0,0,1
3,26,27,1,1,21.0,3,1
7,5,27,1,1,18.0,4,1
4,27,31,1,1,21.0,10,1
3,39,5,1,5,7.0,0,1
9,6,35,4,1,21.0,0,2
9,41,17,1,3,21.0,3,1
5,24,17,1,1,21.0,4,1
6,47,5,1,5,7.0,0,1
7,48,3,1,5,4.0,0,1
5,51,43,1,2,10.0,0,1
5,13,14,5,1,16.0,0,2
5,13,19,1,1,21.0,6,1
2,34,25,1,1,22.0,46,1
7,48,24,1,1,21.0,3,1
4,19,6,1,5,10.0,0,1
6,47,9,1,5,15.0,0,1
9,6,11,1,5,20.0,0,1
5,51,7,1,5,11.0,0,1
5,37,18,1,1,19.0,0,1
2,34,4,1,5,6.0,0,1
3,17,3,1,5,4.0,0,1
3,26,25,1,1,21.0,8,1
3,39,4,1,5,5.0,0,1
5,37,32,1,1,20.0,0,1
2,42,36,1,1,16.0,0,1
9,6,31,4,1,6.0,0,2
6,21,20,1,1,16.0,1,1
4,19,16,1,5,16.0,0,1
7,48,26,4,1,21.0,3,2
5,12,32,1,3,16.0,2,1
2,36,29,1,1,17.0,1,1
5,12,42,1,2,20.0,0,1
9,6,13,1,5,21.0,1,1
7,48,4,1,5,5.0,0,1
0,72,9,2,5,16.0,0,1
7,40,6,1,5,8.0,0,1
2,36,18,1,5,21.0,3,1
1,25,6,1,5,9.0,0,1
7,5,35,1,1,22.0,27,1
8,16,9,1,5,16.0,0,1
7,48,12,1,5,16.0,2,1
8,4,21,1,5,14.0,0,1
9,6,3,1,5,2.0,0,1
3,17,36,4,1,13.0,0,2
3,17,14,5,1,18.0,0,2
9,6,9,1,5,18.0,2,1
3,55,30,1,1,21.0,0,1
9,6,34,4,1,20.0,1,2
6,21,2,1,5,1.0,0,1
5,37,38,1,1,22.0,0,1
2,36,10,1,5,20.0,1,1
0,72,21,2,1,16.0,0,1
7,48,47,1,2,21.0,0,1
5,12,36,1,2,19.0,0,1
2,42,9,1,5,16.0,1,1
5,51,41,1,1,23.0,0,1
6,1,24,1,5,15.0,0,1
9,6,21,1,5,11.0,0,1
1,25,28,1,1,22.0,0,1
8,8,31,1,5,11.0,0,1
6,21,30,1,1,16.0,3,1
4,20,27,1,1,22.0,0,1
8,8,12,1,5,19.0,2,1
5,37,7,1,5,11.0,0,1
5,13,7,1,5,11.0,0,1
5,37,30,1,1,19.0,0,1
2,34,37,1,1,16.0,4,1
3,17,39,1,1,19.0,0,1
0,72,28,2,5,18.0,2,1
4,27,19,4,1,21.0,4,2
7,22,32,1,5,12.0,0,1
7,40,6,1,5,9.0,0,1
4,31,39,1,1,22.0,0,1
3,26,30,1,3,20.0,11,1
9,6,12,1,5,22.0,4,1
2,42,28,1,3,16.0,0,1
6,47,7,1,5,11.0,0,1
2,36,22,1,1,17.0,0,1
5,12,24,1,1,21.0,3,1
3,39,36,1,1,18.0,0,1
9,15,23,1,1,21.0,6,1
9,6,9,5,5,19.0,0,2
9,53,2,1,5,1.0,0,1
5,13,25,1,3,11.0,3,1
9,41,23,1,5,16.0,6,1
8,16,34,1,1,16.0,0,1
3,26,14,1,5,21.0,4,1
5,12,26,1,1,19.0,0,1
5,12,27,1,1,18.0,4,1
3,26,38,1,1,19.0,0,1
9,6,19,1,1,22.0,0,1
4,38,15,1,1,18.0,2,1
9,6,18,1,1,21.0,1,1
3,26,37,1,1,22.0,0,1
3,26,29,1,5,19.0,0,1
9,6,33,1,3,24.0,45,1
2,36,15,1,5,20.0,3,1
1,25,22,1,1,22.0,6,1
5,12,6,1,5,9.0,0,1
7,48,47,1,2,16.0,0,1
3,26,25,1,5,16.0,2,1
1,33,19,1,5,12.0,0,1
6,28,33,1,1,17.0,0,1
5,37,34,1,1,15.0,0,1
2,36,1,1,5,2.0,0,1
9,6,21,1,4,21.0,6,1
5,13,5,1,5,7.0,0,1
5,51,12,1,5,16.0,3,1
7,48,27,1,5,21.0,4,1
9,6,36,1,1,16.0,0,1
2,34,17,1,1,22.0,6,1
4,31,8,1,5,12.0,0,1
9,6,37,5,1,1.0,0,2
3,18,2,1,5,3.0,0,1
6,21,10,1,5,19.0,0,1
5,13,26,4,1,15.0,6,2
8,56,15,4,1,20.0,1,2
4,31,14,1,5,16.0,0,1
2,34,32,1,1,22.0,6,1
5,12,11,1,5,19.0,1,1
4,20,42,1,2,16.0,0,1
2,36,18,4,1,21.0,4,2
1,50,35,1,1,16.0,1,1
9,6,40,1,3,20.0,0,1
5,12,39,1,3,22.0,0,1
1,25,34,1,1,19.0,6,1
9,6,22,4,1,22.0,7,2
5,12,39,1,3,20.0,0,1
2,36,13,4,5,22.0,2,2
7,48,24,1,5,21.0,2,1
7,48,24,5,1,14.0,3,2
2,42,23,1,5,21.0,8,1
3,39,40,1,3,19.0,0,1
4,29,30,1,1,16.0,1,1
3,39,32,1,1,18.0,0,1
2,36,28,1,1,20.0,0,1
3,26,13,1,5,21.0,4,1
1,25,2,1,5,1.0,0,1
2,36,9,5,5,18.0,0,2
2,36,26,1,5,13.0,1,1
5,12,5,1,5,7.0,0,1
3,39,6,1,5,8.0,0,1
2,36,29,1,1,20.0,2,1
7,48,32,1,4,16.0,0,1
7,22,39,1,2,16.0,0,1
5,51,30,1,1,19.0,3,1
1,25,18,1,1,21.0,7,1
8,49,3,1,5,3.0,0,1
1,9,29,5,1,11.0,2,2
3,17,4,1,5,5.0,0,1
9,15,26,4,1,23.0,0,2
3,39,21,1,1,17.0,0,1
9,6,6,1,5,10.0,0,1
3,55,27,1,5,21.0,6,1
9,6,11,1,5,21.0,0,1
1,9,27,5,1,22.0,49,2
0,72,35,2,5,16.0,0,1
5,12,38,1,3,19.0,0,1
4,19,41,1,2,17.0,0,1
9,6,39,1,3,21.0,0,1
2,34,19,1,1,21.0,4,1
7,22,28,4,3,19.0,0,2
5,37,33,1,2,19.0,0,1
3,18,18,1,3,22.0,6,1
5,12,17,5,1,22.0,3,2
3,18,35,1,3,19.0,0,1
7,48,20,1,1,19.0,1,1
7,48,1,1,5,0.0,0,1
5,12,31,1,1,22.0,0,1
7,48,32,1,5,16.0,0,1
5,37,0,1,5,0.0,0,1
4,27,33,1,1,20.0,0,1
3,26,36,1,1,16.0,0,1
5,12,41,1,1,23.0,0,1
9,6,21,1,1,22.0,7,1
8,30,8,1,5,12.0,0,1
6,21,19,1,1,22.0,3,1
2,36,9,1,5,19.0,0,1
3,26,8,1,5,12.0,0,1
0,72,3,2,5,4.0,0,1
5,51,14,5,5,16.0,2,2
8,16,16,1,5,21.0,3,1
5,12,35,1,1,21.0,0,1
6,47,13,1,5,16.0,0,1
5,37,35,1,1,18.0,3,1
5,37,19,1,3,21.0,3,1
6,1,32,1,4,16.0,0,1
3,17,10,1,5,19.0,0,1
2,36,32,1,1,21.0,10,1
4,19,48,1,2,19.0,0,1
7,40,30,1,3,19.0,0,1
5,12,33,1,1,20.0,0,1
9,6,38,4,1,12.0,0,2
5,37,29,1,2,16.0,0,1
5,54,26,1,3,18.0,0,1
9,53,11,3,5,22.0,0,1
5,45,34,4,1,18.0,1,2
4,29,11,1,5,16.0,0,1
6,47,11,1,1,19.0,0,1
9,41,4,1,5,6.0,0,1
5,12,30,1,1,21.0,0,1
9,6,15,3,3,19.0,0,1
7,48,41,1,2,21.0,0,1
7,48,8,4,5,14.0,0,2
6,21,31,1,3,19.0,0,1
9,6,28,4,1,16.0,6,2
3,26,26,1,1,19.0,3,1
2,36,36,1,1,16.0,0,1
8,49,11,1,5,21.0,0,1
4,20,27,1,3,19.0,2,1
9,53,35,1,5,20.0,0,1
2,42,14,1,5,22.0,0,1
5,12,31,4,1,21.0,0,2
1,25,13,2,5,21.0,1,1
5,24,36,1,1,22.0,0,1
2,42,33,1,1,17.0,0,1
1,23,10,1,5,16.0,1,1
1,25,8,1,5,14.0,0,1
3,17,35,1,5,22.0,0,1
9,41,14,1,5,21.0,0,1
2,36,25,1,5,22.0,5,1
4,38,23,1,3,21.0,7,1
5,24,4,1,5,6.0,0,1
4,20,1,1,5,1.0,0,1
7,40,41,1,1,19.0,0,1
9,41,5,1,5,7.0,0,1
3,17,35,4,1,1.0,0,2
9,53,1,1,5,1.0,0,1
6,1,38,1,1,21.0,0,1
2,36,39,1,1,15.0,0,1
6,47,10,1,5,19.0,0,1
3,39,23,1,1,21.0,2,1
7,48,25,1,1,22.0,0,1
5,13,5,1,5,7.0,0,1
2,36,5,1,5,7.0,0,1
6,21,2,1,5,1.0,0,1
9,6,9,1,5,18.0,0,1
5,51,32,3,1,18.0,38,1
3,18,23,1,1,19.0,5,1
8,49,26,1,2,17.0,1,1
9,6,13,5,5,16.0,2,2
1,25,3,1,5,3.0,0,1
5,54,1,1,5,1.0,0,1
7,48,31,1,1,16.0,2,1
3,39,21,1,1,21.0,10,1
7,22,26,1,5,11.0,5,1
2,42,37,1,3,22.0,0,1
5,12,35,1,1,16.0,0,1
3,26,26,1,5,21.0,0,1
3,17,39,1,1,16.0,0,1
2,42,0,1,5,0.0,0,1
9,53,19,1,1,17.0,1,1
7,5,37,1,2,18.0,0,1
9,6,7,4,5,11.0,0,2
2,36,25,4,1,16.0,1,2
3,17,12,1,5,19.0,2,1
5,12,6,1,5,9.0,0,1
9,6,2,1,5,2.0,0,1
9,6,29,4,1,21.0,2,2
2,36,12,5,5,21.0,0,2
5,13,23,1,3,20.0,0,1
3,17,24,1,1,16.0,3,1
7,48,29,1,3,1.0,2,1
2,36,3,5,5,6.0,0,2
3,17,12,1,5,21.0,1,1
8,8,22,5,1,24.0,9,2
5,13,22,1,1,19.0,2,1
3,39,39,1,1,16.0,0,1
8,8,31,1,1,21.0,0,1
3,17,31,1,1,19.0,0,1
5,12,24,2,1,22.0,6,1
9,6,31,5,5,21.0,0,2
9,6,9,1,5,14.0,0,1
5,12,44,1,2,16.0,0,1
5,13,35,1,1,16.0,1,1
5,12,40,1,2,16.0,0,1
3,18,5,1,5,7.0,0,1
2,36,27,4,1,24.0,8,2
5,13,31,5,5,9.0,3,2
7,40,9,1,5,16.0,1,1
8,56,35,1,1,16.0,0,1
5,45,3,1,5,4.0,0,1
9,6,13,1,5,16.0,1,1
3,55,2,1,5,1.0,0,1
5,51,0,1,5,0.0,0,1
7,48,15,5,1,18.0,0,2
1,25,26,1,1,22.0,5,1
2,34,26,5,1,21.0,0,2
4,29,0,1,5,0.0,0,1
3,17,32,1,1,16.0,1,1
5,13,15,1,5,20.0,3,1
6,21,37,1,1,16.0,0,1
4,27,15,1,1,20.0,0,1
8,8,26,1,1,19.0,0,1
5,12,8,1,5,12.0,0,1
9,6,44,4,2,1.0,0,2
5,13,39,4,3,24.0,0,2
8,16,3,1,5,3.0,0,1
8,30,21,5,5,16.0,0,2
4,29,7,1,5,10.0,0,1
8,49,0,1,5,0.0,0,1
4,19,35,1,1,18.0,0,1
0,72,21,2,5,9.0,0,1
3,26,36,1,1,22.0,0,1
7,40,28,1,1,22.0,2,1
8,35,5,1,5,8.0,0,1
5,10,32,1,3,21.0,0,1
7,5,10,1,1,16.0,0,1
4,27,4,1,5,4.0,0,1
8,35,35,1,5,19.0,0,1
1,23,0,1,5,0.0,0,1
9,6,20,1,1,19.0,2,1
9,6,4,1,5,5.0,0,1
7,48,21,5,5,17.0,1,2
3,26,41,1,2,19.0,0,1
7,48,47,1,2,16.0,0,1
9,6,10,1,5,19.0,0,1
8,16,1,1,5,0.0,0,1
4,19,40,1,1,16.0,0,1
8,32,22,1,1,21.0,3,1
3,55,19,1,5,19.0,4,1
2,42,31,1,1,16.0,3,1
5,24,35,1,3,19.0,1,1
5,12,4,2,5,5.0,0,1
3,17,41,4,1,20.0,0,2
2,34,38,1,2,21.0,0,1
9,53,14,1,5,18.0,4,1
2,42,13,1,5,22.0,5,1
5,54,6,1,5,10.0,0,1
9,6,19,1,5,16.0,1,1
7,5,42,1,2,16.0,0,1
9,53,13,4,5,19.0,1,2
3,18,11,1,5,16.0,3,1
8,16,13,1,1,18.0,2,1
9,6,6,1,5,9.0,0,1
5,37,40,1,1,20.0,0,1
5,12,8,5,5,17.0,1,2
0,72,31,2,1,14.0,0,1
9,6,6,1,5,10.0,0,1
9,6,32,1,1,21.0,11,1
2,42,27,1,1,16.0,0,1
7,22,45,1,5,22.0,0,1
9,41,4,1,5,5.0,0,1
2,36,15,1,5,23.0,0,1
3,26,18,1,3,19.0,7,1
8,49,36,1,3,16.0,0,1
9,2,29,1,1,20.0,5,1
8,49,31,1,1,16.0,3,1
5,37,6,1,5,10.0,0,1
8,4,14,1,3,19.0,2,1
2,34,26,1,1,16.0,0,1
9,6,42,1,1,20.0,0,1
3,18,33,1,1,16.0,0,1
5,51,17,1,5,16.0,0,1
9,6,2,1,5,2.0,0,1
3,18,0,1,5,0.0,0,1
2,36,45,1,1,16.0,0,1
7,48,19,5,1,19.0,2,2
3,26,35,1,1,16.0,0,1
9,6,11,5,5,15.0,0,2
6,21,6,1,5,9.0,0,1
9,6,38,1,1,19.0,0,1
6,47,6,1,5,9.0,0,1
7,48,30,5,1,12.0,1,2
2,36,8,1,5,14.0,0,1
3,17,11,1,5,20.0,3,1
4,20,0,1,5,0.0,0,1
3,39,7,1,5,12.0,0,1
9,6,8,5,5,14.0,0,2
5,37,12,1,5,15.0,1,1
7,48,21,1,1,11.0,4,1
7,40,21,1,1,19.0,1,1
3,17,31,1,5,21.0,4,1
6,21,47,1,2,16.0,0,1
9,6,48,4,1,16.0,0,2
6,47,9,1,5,16.0,1,1
9,6,14,5,1,14.0,1,2
5,51,18,1,5,23.0,7,1
3,17,43,1,3,21.0,0,1
7,48,12,1,1,21.0,5,1
9,6,30,4,1,6.0,2,2
3,17,25,1,4,16.0,3,1
3,39,23,1,1,16.0,2,1
9,6,11,1,5,18.0,0,1
5,24,28,1,1,22.0,7,1
5,51,14,1,5,19.0,2,1
9,41,46,1,1,22.0,0,1
2,36,21,1,1,21.0,4,1
7,48,6,1,5,9.0,0,1
9,6,13,1,5,15.0,3,1
7,48,23,1,1,21.0,13,1
4,27,11,1,5,18.0,4,1
5,13,21,1,5,22.0,0,1
3,39,19,1,1,22.0,3,1
5,37,32,1,1,19.0,0,1
2,42,33,1,1,16.0,0,1
2,34,0,1,5,0.0,0,1
3,39,31,1,1,16.0,1,1
6,47,5,1,5,8.0,0,1
9,6,20,4,1,21.0,0,2
3,17,45,1,2,16.0,0,1
3,55,15,1,1,12.0,0,1
5,45,17,1,1,18.0,2,1
5,13,34,1,1,16.0,0,1
8,32,39,1,1,14.0,0,1
2,34,10,1,5,19.0,0,1
3,18,41,1,1,22.0,0,1
2,42,42,1,2,16.0,0,1
7,22,33,1,3,18.0,1,1
6,47,11,1,5,21.0,0,1
9,6,15,1,5,18.0,0,1
9,53,20,1,5,16.0,0,1
3,18,18,1,3,17.0,0,1
6,47,34,1,3,21.0,0,1
9,6,13,1,5,21.0,2,1
3,39,25,1,1,16.0,3,1
4,31,0,1,5,0.0,0,1
3,26,32,1,2,17.0,0,1
7,48,21,1,5,16.0,2,1
7,40,0,1,5,0.0,0,1
2,36,22,1,1,21.0,7,1
6,1,44,1,2,13.0,0,1
8,32,31,1,1,15.0,0,1
5,37,25,1,1,22.0,3,1
5,51,29,1,3,16.0,0,1
9,6,38,1,2,16.0,0,1
2,42,22,1,5,16.0,2,1
6,47,6,1,5,10.0,0,1
5,37,40,1,1,22.0,0,1
5,37,6,1,5,11.0,0,1
3,26,10,1,5,16.0,1,1
9,6,15,1,5,16.0,4,1
7,48,26,1,1,19.0,0,1
3,55,32,1,3,16.0,0,1
3,39,1,1,5,1.0,0,1
4,29,11,1,5,19.0,0,1
5,12,1,1,5,0.0,0,1
5,12,23,4,3,16.0,4,2
5,45,8,1,5,12.0,0,1
2,34,10,1,5,19.0,0,1
5,13,34,1,1,15.0,0,1
5,45,14,1,3,13.0,0,1
5,13,29,1,5,18.0,5,1
7,48,22,1,5,21.0,5,1
6,21,32,1,3,19.0,0,1
2,36,31,1,1,19.0,9,1
7,48,8,1,5,13.0,0,1
3,39,36,1,5,22.0,0,1
9,6,25,4,1,19.0,0,2
5,24,11,1,5,19.0,0,1
3,17,14,1,5,19.0,3,1
2,42,39,1,5,22.0,0,1
9,6,23,4,1,16.0,0,2
1,9,32,1,5,16.0,2,1
2,34,17,1,1,18.0,1,1
3,18,36,1,1,15.0,0,1
5,12,28,1,5,11.0,0,1
1,9,2,5,5,2.0,0,2
4,29,27,1,5,16.0,0,1
3,17,35,1,1,16.0,0,1
7,48,19,4,1,21.0,3,2
1,25,20,1,1,21.0,2,1
8,4,32,4,1,12.0,0,2
4,29,39,1,2,21.0,0,1
5,54,18,1,1,21.0,3,1
7,48,35,1,1,19.0,0,1
9,6,31,5,2,17.0,2,2
5,12,29,1,3,22.0,5,1
9,6,7,1,5,13.0,0,1
3,26,45,4,1,22.0,0,2
4,19,12,1,5,20.0,2,1
9,53,6,1,5,10.0,0,1
5,12,31,1,5,24.0,0,1
7,48,19,1,5,19.0,0,1
9,6,29,1,1,22.0,17,1
4,19,25,1,1,18.0,3,1
8,32,7,5,5,11.0,0,2
9,6,15,4,1,21.0,5,2
3,39,37,1,1,19.0,0,1
2,36,20,1,1,21.0,10,1
7,48,31,1,1,17.0,0,1
2,36,26,2,5,14.0,0,1
5,51,30,1,1,24.0,5,1
5,13,7,1,5,11.0,0,1
3,39,12,2,1,16.0,3,1
5,12,35,1,1,20.0,0,1
2,34,17,1,1,19.0,3,1
9,6,22,5,1,24.0,8,2
2,36,37,4,1,5.0,0,2
6,47,24,1,1,21.0,0,1
5,51,38,1,1,21.0,0,1
7,48,22,5,1,22.0,8,2
9,6,6,1,5,10.0,0,1
6,21,23,1,1,14.0,0,1
6,1,20,1,5,17.0,1,1
3,18,26,1,5,16.0,0,1
5,37,34,1,1,21.0,0,1
2,36,3,5,5,1.0,0,2
5,12,8,1,5,12.0,1,1
8,8,8,1,5,12.0,0,1
4,29,31,1,1,19.0,0,1
2,36,8,1,5,16.0,0,1
9,6,18,1,5,16.0,4,1
5,12,23,5,1,15.0,1,2
5,13,8,1,5,14.0,0,1
9,6,18,5,4,9.0,0,2
9,41,9,5,5,16.0,0,2
3,55,1,1,5,1.0,0,1
6,21,31,1,3,16.0,0,1
9,6,21,1,1,19.0,1,1
3,18,28,1,3,21.0,6,1
5,37,11,3,5,21.0,0,1
8,4,31,1,3,24.0,5,1
1,23,26,1,5,16.0,3,1
7,40,18,1,5,16.0,0,1
3,26,23,1,1,22.0,7,1
3,39,16,1,1,16.0,3,1
3,18,1,1,5,1.0,0,1
2,42,9,1,5,16.0,0,1
4,29,15,1,5,1.0,0,1
1,25,21,1,1,22.0,9,1
5,12,33,1,1,13.0,0,1
5,13,3,1,5,4.0,0,1
5,12,37,1,3,21.0,0,1
4,27,14,1,1,20.0,0,1
4,31,7,1,5,11.0,0,1
9,6,19,5,3,19.0,0,2
3,17,8,1,5,12.0,0,1
7,48,33,1,3,20.0,5,1
5,12,24,5,1,21.0,0,2
5,12,37,1,1,19.0,0,1
5,12,27,1,1,19.0,1,1
7,48,22,4,1,20.0,7,2
1,23,27,1,1,22.0,4,1
2,36,19,1,5,10.0,0,1
5,37,43,1,1,23.0,0,1
6,28,47,1,2,12.0,0,1
3,39,21,1,3,15.0,2,1
7,22,13,1,5,16.0,0,1
4,31,23,1,1,23.0,0,1
1,25,23,1,1,21.0,15,1
2,42,26,1,1,20.0,2,1
9,6,45,1,2,11.0,0,1
4,20,18,1,1,20.0,3,1
5,51,24,1,1,20.0,3,1
1,25,48,1,1,23.0,0,1
2,42,28,1,1,16.0,0,1
9,6,29,1,1,20.0,5,1
5,12,10,1,5,16.0,0,1
9,6,40,1,3,16.0,0,1
5,51,3,1,5,3.0,0,1
1,9,37,1,1,18.0,0,1
9,6,38,1,2,20.0,0,1
6,1,17,1,1,16.0,2,1
2,42,30,1,1,17.0,4,1
2,36,21,5,5,15.0,0,2
5,37,2,5,5,1.0,0,2
4,27,16,1,1,16.0,0,1
5,45,25,1,5,19.0,1,1
3,18,34,1,1,18.0,0,1
8,16,24,1,1,22.0,1,1
7,48,9,1,5,16.0,0,1
3,39,20,1,5,21.0,4,1
3,39,25,1,1,16.0,1,1
7,48,1,1,5,0.0,0,1
9,6,35,4,1,20.0,0,2
7,48,6,1,5,9.0,0,1
3,17,35,1,1,16.0,0,1
1,9,29,1,5,16.0,0,1
3,26,32,1,1,16.0,0,1
9,6,28,1,3,22.0,9,1
6,21,4,1,5,5.0,0,1
9,6,14,1,1,18.0,1,1
9,6,2,1,5,1.0,0,1
9,41,39,1,1,19.0,0,1
4,27,39,1,1,18.0,0,1
9,6,30,1,5,1.0,0,1
9,6,16,5,1,21.0,9,2
5,13,23,1,1,21.0,0,1
5,51,7,1,5,11.0,0,1
6,47,35,1,1,22.0,4,1
7,22,35,1,1,19.0,0,1
5,13,21,1,1,18.0,6,1
3,18,16,1,5,17.0,2,1
5,51,17,1,3,20.0,5,1
5,13,31,1,1,23.0,0,1
8,8,31,1,1,16.0,1,1
8,16,24,1,3,16.0,0,1
6,28,6,1,5,10.0,0,1
5,12,36,4,3,16.0,0,2
9,6,21,1,1,23.0,14,1
8,16,19,1,1,18.0,2,1
2,42,19,1,1,15.0,0,1
7,48,21,1,5,19.0,0,1
3,55,34,1,1,21.0,0,1
5,51,37,5,1,20.0,2,2
6,47,34,1,2,16.0,0,1
2,34,32,4,1,1.0,1,2
2,42,35,1,1,16.0,0,1
8,4,5,1,5,7.0,0,1
1,25,40,1,3,24.0,0,1
5,12,23,1,5,22.0,0,1
5,51,22,4,1,22.0,0,2
9,53,39,1,1,21.0,0,1
5,12,37,1,1,19.0,0,1
5,24,5,1,5,8.0,0,1
8,35,32,5,1,18.0,0,2
7,48,18,1,1,18.0,0,1
9,2,21,1,1,21.0,2,1
5,13,0,1,5,0.0,0,1
7,48,20,5,1,19.0,0,2
7,48,4,1,5,5.0,0,1
3,26,35,1,2,22.0,0,1
1,44,32,1,1,16.0,10,1
0,72,32,2,3,20.0,0,1
8,16,27,1,1,18.0,0,1
9,6,9,1,5,19.0,0,1
6,47,39,1,2,22.0,0,1
3,18,15,1,1,21.0,0,1
3,17,38,1,2,19.0,0,1
8,4,4,1,5,6.0,0,1
3,39,8,1,5,13.0,0,1
9,6,35,5,1,1.0,0,2
8,16,21,1,1,17.0,3,1
9,6,4,1,5,4.0,0,1
7,48,26,1,5,21.0,0,1
6,1,35,1,3,16.0,0,1
7,48,8,1,5,14.0,0,1
3,26,35,1,1,16.0,0,1
8,30,21,1,1,21.0,0,1
9,15,31,1,5,20.0,0,1
6,21,13,1,5,16.0,2,1
7,48,9,1,5,16.0,1,1
8,4,31,1,1,17.0,4,1
9,6,19,4,4,19.0,2,2
9,6,11,1,5,19.0,1,1
5,51,31,1,1,21.0,0,1
7,48,21,5,1,16.0,1,2
8,4,25,1,3,20.0,2,1
2,34,31,4,4,4.0,0,2
4,31,14,1,4,16.0,3,1
5,51,36,1,3,21.0,0,1
5,45,18,1,1,21.0,0,1
5,51,14,4,1,21.0,4,2
5,12,36,1,1,21.0,0,1
