DIVISION,ST,AGEP,CIT,MAR,SCHL,WAGP,NATIVITY
7,48,7,1,5,12.0,0,1
5,12,10,4,5,19.0,1,2
9,6,1,1,5,0.0,0,1
0,72,34,2,1,16.0,0,1
7,40,12,1,5,21.0,0,1
3,17,46,1,2,22.0,0,1
5,37,27,1,3,20.0,2,1
1,9,33,1,5,1.0,0,1
2,36,11,1,5,21.0,2,1
5,45,31,1,1,21.0,3,1
5,12,20,1,5,16.0,0,1
7,48,0,1,5,0.0,0,1
9,6,11,1,5,21.0,3,1
9,6,9,1,5,16.0,1,1
8,8,3,1,5,3.0,0,1
5,13,2,1,5,2.0,0,1
2,34,22,4,1,19.0,6,2
8,4,25,1,1,19.0,1,1
9,6,23,1,1,22.0,4,1
3,18,8,1,5,14.0,0,1
7,40,18,1,1,16.0,2,1
7,22,2,1,5,2.0,0,1
7,48,29,4,1,21.0,14,2
9,53,38,1,1,20.0,0,1
5,54,5,1,5,7.0,0,1
1,25,19,1,1,20.0,3,1
7,48,1,1,5,0.0,0,1
8,49,9,1,5,14.0,0,1
3,39,27,1,1,16.0,4,1
2,42,15,1,5,16.0,0,1
2,36,23,1,1,19.0,0,1
1,9,7,1,5,10.0,0,1
2,36,38,1,1,16.0,0,1
5,51,28,1,1,22.0,7,1
5,12,43,1,1,23.0,0,1
5,45,31,1,3,22.0,4,1
5,12,5,1,5,8.0,0,1
5,13,34,1,2,16.0,4,1
3,18,32,1,1,19.0,0,1
5,13,6,1,5,9.0,0,1
1,25,35,1,1,21.0,0,1
9,6,2,1,5,1.0,0,1
6,28,2,1,5,1.0,0,1
3,17,7,1,5,13.0,0,1
8,16,20,1,1,19.0,0,1
5,51,27,1,5,19.0,4,1
4,46,33,1,1,16.0,0,1
9,41,8,1,5,14.0,0,1
3,17,25,1,1,17.0,0,1
9,53,31,1,1,18.0,1,1
9,6,26,4,1,21.0,0,2
5,45,48,1,2,16.0,0,1
8,56,25,1,1,21.0,6,1
5,24,28,4,2,16.0,2,2
2,34,23,1,1,21.0,2,1
5,13,32,1,1,22.0,0,1
4,20,27,1,1,21.0,3,1
5,24,14,1,1,22.0,3,1
2,36,36,1,2,19.0,0,1
6,47,35,1,1,22.0,11,1
3,17,29,1,3,16.0,0,1
5,12,46,1,1,16.0,0,1
9,6,4,5,5,6.0,0,2
7,48,14,1,5,16.0,3,1
9,53,28,1,1,21.0,6,1
2,42,27,1,3,20.0,2,1
3,18,26,1,1,19.0,1,1
5,51,18,1,1,21.0,7,1
3,26,27,1,1,22.0,6,1
5,51,41,4,3,20.0,0,2
7,22,12,1,5,12.0,0,1
3,18,34,1,3,16.0,0,1
3,39,44,1,3,16.0,0,1
7,48,7,1,5,11.0,0,1
1,50,30,1,3,17.0,3,1
9,15,32,1,3,19.0,3,1
2,36,8,5,5,14.0,0,2
9,41,21,1,1,16.0,4,1
9,53,36,1,1,19.0,0,1
7,5,40,1,1,12.0,0,1
4,29,1,1,5,1.0,0,1
5,12,4,1,5,5.0,0,1
2,34,18,1,5,21.0,3,1
9,41,3,1,5,5.0,0,1
5,51,8,1,5,14.0,0,1
9,6,27,1,5,20.0,0,1
7,22,12,1,1,16.0,0,1
2,34,5,1,5,8.0,0,1
8,32,31,1,5,22.0,14,1
6,1,39,1,1,18.0,0,1
3,55,30,1,3,21.0,2,1
9,41,22,1,3,21.0,0,1
9,53,27,1,1,16.0,5,1
2,42,1,1,5,2.0,0,1
6,47,24,1,1,21.0,9,1
3,18,14,1,1,18.0,0,1
3,18,39,1,1,12.0,0,1
8,4,42,1,1,16.0,0,1
2,34,31,1,5,19.0,0,1
9,53,22,1,1,20.0,3,1
9,53,2,1,5,2.0,0,1
1,9,31,1,1,18.0,3,1
7,40,35,1,1,18.0,27,1
7,48,7,1,5,12.0,0,1
2,36,17,1,5,19.0,0,1
7,48,41,1,1,21.0,0,1
7,48,26,1,1,22.0,4,1
7,48,26,4,1,21.0,1,2
9,6,9,1,5,18.0,0,1
5,45,6,1,5,11.0,0,1
2,36,7,1,5,11.0,0,1
7,40,10,1,5,19.0,0,1
2,34,2,1,5,2.0,0,1
5,24,37,4,1,22.0,5,2
5,51,4,1,5,4.0,0,1
5,24,30,1,2,16.0,7,1
9,15,4,1,5,7.0,0,1
3,18,12,1,5,18.0,3,1
5,54,8,1,5,13.0,0,1
3,18,27,5,1,18.0,0,2
5,13,27,1,1,20.0,3,1
1,33,27,1,1,20.0,4,1
5,12,40,1,1,18.0,0,1
2,36,36,1,5,15.0,0,1
2,34,34,1,1,17.0,0,1
3,55,44,1,2,16.0,0,1
1,23,37,4,1,19.0,1,2
7,5,21,1,4,23.0,5,1
3,39,37,1,1,21.0,0,1
7,40,26,1,1,20.0,1,1
0,72,33,2,1,7.0,0,1
2,34,23,1,1,21.0,3,1
4,38,18,1,1,20.0,3,1
3,18,31,1,1,22.0,5,1
9,6,4,1,5,5.0,0,1
2,36,45,1,2,16.0,0,1
5,37,16,1,1,19.0,1,1
2,34,31,4,2,16.0,1,2
2,36,23,1,1,20.0,0,1
7,22,3,1,5,3.0,0,1
9,6,39,4,1,16.0,0,2
7,48,16,1,5,22.0,6,1
8,8,25,1,1,19.0,2,1
8,4,18,1,5,19.0,0,1
2,36,0,1,5,0.0,0,1
6,21,13,1,5,16.0,1,1
5,24,19,1,1,20.0,2,1
3,26,35,1,1,20.0,0,1
2,36,21,1,1,16.0,0,1
2,36,33,1,3,16.0,0,1
6,1,38,1,2,17.0,0,1
5,37,42,1,1,12.0,0,1
8,49,36,1,2,16.0,0,1
5,13,37,4,1,10.0,0,2
1,9,10,1,5,19.0,0,1
5,37,2,1,5,1.0,0,1
4,29,34,1,1,18.0,3,1
6,1,18,1,1,20.0,0,1
7,22,6,1,5,11.0,0,1
6,21,7,1,5,11.0,0,1
2,42,32,1,1,21.0,0,1
5,51,24,1,1,21.0,2,1
7,48,9,1,5,14.0,0,1
8,4,18,1,5,16.0,0,1
7,48,6,1,5,10.0,0,1
2,34,41,4,2,22.0,0,2
8,4,18,2,1,16.0,1,1
9,6,6,1,5,11.0,0,1
9,6,30,4,1,16.0,4,2
9,6,6,1,5,10.0,0,1
9,53,30,1,5,16.0,3,1
1,25,17,1,1,21.0,3,1
9,6,9,3,5,14.0,0,1
2,42,30,1,1,21.0,4,1
7,5,19,1,1,18.0,3,1
6,47,47,1,2,16.0,0,1
9,41,38,1,3,23.0,0,1
7,22,24,1,1,19.0,4,1
5,45,33,1,1,21.0,0,1
7,48,28,5,1,16.0,0,2
9,6,24,1,1,21.0,13,1
5,12,16,1,5,22.0,0,1
2,42,3,1,5,3.0,0,1
4,19,13,5,5,16.0,2,2
7,48,2,1,5,1.0,0,1
3,39,32,1,1,22.0,0,1
7,5,39,1,2,15.0,0,1
3,39,35,1,1,20.0,0,1
1,25,4,1,5,6.0,0,1
5,37,34,1,1,16.0,0,1
1,25,13,1,5,21.0,0,1
6,28,22,1,2,21.0,5,1
7,48,11,5,5,18.0,0,2
9,6,27,4,1,7.0,0,2
2,42,24,1,1,22.0,4,1
2,42,16,3,1,24.0,0,1
9,6,11,1,1,16.0,0,1
9,6,24,1,1,21.0,4,1
5,13,20,1,5,21.0,2,1
2,42,35,1,1,16.0,0,1
3,55,8,1,5,12.0,0,1
4,27,22,1,1,19.0,3,1
9,41,3,1,5,3.0,0,1
7,48,28,1,1,19.0,2,1
3,17,8,1,5,12.0,0,1
9,6,7,1,5,13.0,0,1
9,41,37,1,1,16.0,0,1
9,6,20,1,5,16.0,4,1
9,6,6,1,5,8.0,0,1
2,36,30,4,3,1.0,0,2
9,6,31,1,5,13.0,0,1
8,8,13,4,5,21.0,2,2
7,48,6,1,5,8.0,0,1
7,48,11,5,5,19.0,0,2
2,36,36,1,5,24.0,0,1
9,6,24,5,1,1.0,0,2
6,47,8,1,5,11.0,0,1
7,48,21,1,3,16.0,1,1
5,24,11,1,3,18.0,0,1
2,36,10,1,5,17.0,2,1
4,29,11,1,5,16.0,1,1
6,21,34,1,1,16.0,0,1
5,13,32,1,1,17.0,16,1
9,6,2,1,5,2.0,0,1
9,6,25,1,1,19.0,4,1
3,18,21,1,3,20.0,1,1
3,26,24,1,1,18.0,0,1
8,4,35,1,1,21.0,0,1
3,17,9,4,1,18.0,0,2
1,25,45,1,2,20.0,0,1
8,8,28,1,1,20.0,9,1
5,12,29,1,1,17.0,0,1
3,17,12,1,5,19.0,2,1
5,37,9,1,5,19.0,0,1
4,20,3,1,5,3.0,0,1
6,47,6,1,5,10.0,0,1
2,36,34,1,2,21.0,0,1
5,13,16,1,1,16.0,3,1
4,29,4,1,5,5.0,0,1
5,13,27,1,1,18.0,3,1
1,25,13,1,5,15.0,0,1
7,5,13,1,1,16.0,1,1
9,6,8,1,5,16.0,0,1
5,12,28,1,1,22.0,9,1
2,42,30,1,1,20.0,2,1
7,48,32,1,3,19.0,0,1
5,24,19,1,5,19.0,0,1
7,48,19,4,1,17.0,1,2
5,51,18,1,1,21.0,9,1
9,6,34,4,1,22.0,0,2
3,55,37,1,1,21.0,0,1
3,17,29,1,1,16.0,0,1
2,42,26,1,1,20.0,3,1
9,53,23,4,1,16.0,1,2
3,55,39,1,5,18.0,0,1
2,34,26,4,1,16.0,3,2
4,27,6,1,5,10.0,0,1
5,51,28,5,1,13.0,2,2
2,34,28,5,1,16.0,2,2
5,13,10,1,5,1.0,0,1
2,42,5,1,5,6.0,0,1
2,34,23,1,5,19.0,9,1
8,4,8,1,5,12.0,0,1
7,48,10,1,5,16.0,0,1
9,6,6,1,5,9.0,0,1
1,33,17,1,5,16.0,3,1
9,6,22,1,5,18.0,1,1
7,48,12,1,1,20.0,0,1
5,24,3,1,5,3.0,0,1
2,36,9,1,5,16.0,0,1
6,47,27,1,1,24.0,7,1
9,53,48,1,2,19.0,0,1
2,36,34,4,1,19.0,0,2
8,32,41,1,1,16.0,0,1
5,45,29,1,1,18.0,0,1
2,36,14,1,5,22.0,2,1
3,55,41,1,1,16.0,0,1
5,51,25,1,1,20.0,3,1
8,8,22,1,1,15.0,2,1
3,26,18,1,1,21.0,5,1
6,47,6,1,5,9.0,0,1
9,6,31,1,2,15.0,6,1
6,21,32,4,4,20.0,1,2
2,42,14,1,5,16.0,1,1
5,51,22,1,1,22.0,1,1
9,6,13,1,5,19.0,0,1
5,37,36,1,1,17.0,0,1
8,32,35,1,3,19.0,0,1
2,36,0,1,5,0.0,0,1
9,6,31,5,2,9.0,0,2
6,47,34,1,1,17.0,0,1
9,53,6,4,5,10.0,0,2
2,36,28,1,1,14.0,1,1
1,23,7,1,5,11.0,0,1
9,41,11,1,5,19.0,2,1
3,17,9,1,5,1.0,1,1
5,12,48,1,2,19.0,0,1
2,36,40,1,1,23.0,0,1
3,17,34,1,1,16.0,0,1
7,48,30,5,1,11.0,0,2
3,26,37,1,5,16.0,0,1
3,17,20,1,1,21.0,7,1
1,25,25,4,1,22.0,2,2
7,48,11,1,5,21.0,3,1
5,37,19,1,1,20.0,0,1
4,46,22,1,1,18.0,7,1
6,21,15,5,5,11.0,0,2
1,25,10,1,5,19.0,0,1
3,26,12,5,5,22.0,1,2
5,13,3,1,5,3.0,0,1
9,6,11,1,5,21.0,1,1
4,31,35,1,3,16.0,0,1
5,13,19,3,5,21.0,8,1
9,6,11,1,5,13.0,0,1
9,41,30,1,3,8.0,0,1
5,12,10,1,5,16.0,1,1
5,37,28,1,1,21.0,2,1
6,47,28,1,1,14.0,1,1
3,55,16,1,1,21.0,3,1
9,6,26,1,1,21.0,4,1
2,42,9,1,5,16.0,1,1
5,51,6,1,5,9.0,0,1
5,13,11,1,5,21.0,3,1
5,13,29,1,3,19.0,0,1
9,15,29,1,1,20.0,0,1
6,1,20,1,3,14.0,1,1
8,32,22,1,1,21.0,5,1
3,18,38,1,1,20.0,0,1
3,26,33,4,1,16.0,0,2
5,13,32,1,1,19.0,6,1
7,40,21,1,5,16.0,0,1
7,48,31,1,3,19.0,0,1
9,53,11,1,5,19.0,2,1
6,21,7,1,5,12.0,0,1
4,29,10,1,5,21.0,0,1
5,13,22,4,4,20.0,2,2
3,26,20,1,1,20.0,3,1
1,44,15,1,4,16.0,5,1
5,12,13,4,5,22.0,1,2
2,42,29,1,1,16.0,2,1
9,6,8,5,5,14.0,0,2
5,12,40,1,2,16.0,0,1
2,34,11,1,5,20.0,2,1
8,32,13,1,5,16.0,0,1
3,26,34,1,1,19.0,0,1
7,48,24,1,1,18.0,16,1
8,8,32,1,1,16.0,0,1
5,12,6,1,5,9.0,0,1
7,5,35,1,5,21.0,1,1
3,18,38,1,1,21.0,8,1
3,39,23,1,1,23.0,4,1
8,49,35,1,1,22.0,0,1
2,42,7,1,5,11.0,0,1
9,6,24,4,1,21.0,2,2
5,37,40,1,4,22.0,0,1
3,39,39,2,3,8.0,0,1
5,51,40,1,1,21.0,0,1
4,27,24,1,1,21.0,6,1
4,20,5,1,5,7.0,0,1
7,48,31,1,1,21.0,3,1
7,22,1,1,5,0.0,0,1
3,17,43,1,1,12.0,0,1
2,36,22,1,1,13.0,2,1
2,36,10,1,5,18.0,0,1
5,51,8,1,5,14.0,0,1
5,12,37,1,1,22.0,0,1
7,48,6,1,5,8.0,0,1
3,26,9,1,5,16.0,0,1
9,6,31,4,1,20.0,0,2
2,36,11,1,5,18.0,1,1
7,48,36,1,1,19.0,0,1
3,26,26,1,1,18.0,1,1
3,17,4,1,5,6.0,0,1
8,8,5,5,5,8.0,0,2
7,48,24,1,1,20.0,0,1
1,9,26,3,1,23.0,1,1
4,19,40,1,1,22.0,0,1
4,20,40,1,1,16.0,0,1
7,48,13,1,1,21.0,3,1
6,21,6,1,5,8.0,0,1
5,37,19,1,1,22.0,0,1
9,6,9,1,5,19.0,0,1
9,6,12,1,5,19.0,2,1
6,28,10,1,5,20.0,0,1
5,24,20,1,1,20.0,3,1
9,53,0,1,5,0.0,0,1
9,15,26,1,1,21.0,3,1
3,26,26,1,1,16.0,3,1
7,48,35,1,3,20.0,0,1
7,48,34,1,1,19.0,0,1
9,6,9,1,5,16.0,0,1
3,26,28,1,5,18.0,4,1
2,36,29,1,1,22.0,3,1
5,12,4,1,5,6.0,0,1
8,4,6,1,5,9.0,0,1
5,12,14,5,5,16.0,0,2
9,6,2,1,5,1.0,0,1
9,6,15,1,1,19.0,0,1
1,25,3,1,5,3.0,0,1
2,42,32,1,1,16.0,5,1
2,42,34,1,1,18.0,3,1
2,36,48,1,2,23.0,0,1
5,24,3,1,5,4.0,0,1
5,12,18,4,1,21.0,0,2
5,13,19,1,1,18.0,4,1
5,51,15,5,1,22.0,5,2
9,53,40,1,2,22.0,0,1
6,1,33,1,1,20.0,1,1
7,48,19,2,1,23.0,4,1
8,4,14,5,5,22.0,4,2
7,5,30,1,3,16.0,0,1
8,4,29,1,5,19.0,0,1
5,13,23,4,1,1.0,1,2
7,48,19,1,1,21.0,0,1
0,72,11,2,5,20.0,0,1
7,48,21,1,5,21.0,5,1
9,6,23,5,1,9.0,1,2
3,26,34,1,1,16.0,0,1
5,24,35,1,1,19.0,3,1
4,19,10,1,5,19.0,0,1
3,26,28,1,1,21.0,5,1
2,34,20,1,5,22.0,6,1
6,47,36,1,1,24.0,0,1
6,1,30,4,1,22.0,0,2
7,48,0,1,5,0.0,0,1
5,12,22,1,1,23.0,3,1
3,39,4,1,5,6.0,0,1
3,17,9,1,5,16.0,0,1
5,24,4,1,5,5.0,0,1
8,8,13,1,5,14.0,0,1
9,15,32,1,3,20.0,3,1
6,21,32,1,1,18.0,2,1
0,72,6,2,5,8.0,0,1
1,9,17,1,1,21.0,3,1
7,48,10,1,5,16.0,0,1
4,27,4,1,5,4.0,0,1
3,17,39,1,1,22.0,0,1
4,27,4,1,5,7.0,0,1
5,37,4,1,5,6.0,0,1
7,48,18,4,1,21.0,0,2
8,4,26,4,5,22.0,5,2
3,17,30,1,1,21.0,9,1
7,48,19,1,1,22.0,7,1
5,54,32,1,3,13.0,0,1
6,47,21,1,1,17.0,0,1
4,31,33,1,3,18.0,0,1
7,48,28,1,3,18.0,0,1
5,37,33,1,1,22.0,9,1
1,25,20,1,1,21.0,8,1
3,17,38,1,1,24.0,0,1
5,12,13,1,3,21.0,3,1
9,6,18,1,4,16.0,0,1
5,37,44,1,2,21.0,0,1
4,27,2,1,5,1.0,0,1
1,25,44,1,2,19.0,0,1
2,42,29,1,1,18.0,3,1
7,48,47,1,2,12.0,0,1
3,26,13,1,5,14.0,0,1
3,26,29,1,1,21.0,5,1
7,48,40,1,1,19.0,0,1
8,8,7,1,5,10.0,0,1
2,34,20,1,1,22.0,2,1
5,45,6,1,5,10.0,0,1
9,6,30,1,1,18.0,2,1
5,37,0,1,5,0.0,0,1
4,27,11,1,5,21.0,2,1
3,39,6,1,5,10.0,0,1
9,6,16,1,5,18.0,2,1
3,17,6,3,5,11.0,0,1
7,48,38,1,1,17.0,0,1
8,49,6,1,5,10.0,0,1
8,49,12,1,5,20.0,0,1
4,20,1,1,5,0.0,0,1
6,47,6,1,5,9.0,0,1
1,9,25,1,5,15.0,1,1
2,36,19,1,1,22.0,2,1
2,34,20,4,3,20.0,0,2
5,12,14,1,1,22.0,3,1
8,4,28,1,5,19.0,11,1
9,6,17,1,5,21.0,6,1
5,13,16,1,1,21.0,5,1
4,19,33,1,1,16.0,0,1
5,12,35,5,2,15.0,0,2
7,22,0,1,5,0.0,0,1
7,22,14,1,5,19.0,1,1
3,39,16,1,5,16.0,2,1
3,39,12,1,5,21.0,2,1
3,18,25,1,3,21.0,1,1
2,36,31,1,5,18.0,0,1
8,16,9,1,5,14.0,0,1
2,36,35,1,1,19.0,1,1
5,24,30,4,1,21.0,2,2
5,12,38,1,1,22.0,0,1
5,13,8,1,5,13.0,0,1
9,6,21,1,1,19.0,1,1
1,9,21,1,1,20.0,7,1
8,8,10,1,5,16.0,1,1
9,15,34,4,1,21.0,1,2
9,6,36,4,3,17.0,0,2
1,44,37,1,1,21.0,0,1
7,48,0,1,5,0.0,0,1
2,36,6,1,5,9.0,0,1
3,17,8,1,5,13.0,0,1
3,17,18,1,5,16.0,0,1
9,6,20,1,5,18.0,0,1
3,18,9,1,5,16.0,0,1
7,48,13,1,5,21.0,5,1
9,6,25,1,1,22.0,0,1
2,42,14,1,5,22.0,0,1
9,6,23,1,1,18.0,6,1
3,55,26,1,1,22.0,4,1
7,48,29,5,3,1.0,0,2
2,34,7,2,5,12.0,0,1
5,54,23,1,5,19.0,0,1
9,6,14,1,5,24.0,1,1
8,35,27,4,1,17.0,1,2
2,36,19,1,1,21.0,4,1
5,12,20,1,5,19.0,2,1
5,51,26,1,1,19.0,2,1
4,27,31,4,1,21.0,2,2
3,55,35,1,3,21.0,0,1
5,13,31,1,1,22.0,0,1
6,21,32,4,3,19.0,2,2
5,24,16,5,1,19.0,0,2
2,36,24,1,1,21.0,0,1
5,13,9,1,5,16.0,0,1
6,21,24,1,3,22.0,4,1
7,40,18,1,5,19.0,2,1
9,6,13,1,5,21.0,6,1
6,21,8,1,5,14.0,0,1
7,48,10,1,5,16.0,0,1
5,45,39,1,1,21.0,0,1
5,12,29,4,3,16.0,0,2
5,37,36,1,1,19.0,0,1
7,48,14,1,5,16.0,2,1
3,18,40,1,3,24.0,0,1
9,6,33,1,1,20.0,0,1
3,39,31,1,1,19.0,3,1
5,13,4,1,5,5.0,0,1
6,21,12,3,5,21.0,2,1
5,45,3,2,5,4.0,0,1
3,39,2,1,5,1.0,0,1
8,8,0,1,5,0.0,0,1
9,6,8,1,5,13.0,0,1
2,36,26,4,4,16.0,0,2
3,39,26,1,1,16.0,3,1
2,36,13,1,5,22.0,19,1
5,13,15,5,1,21.0,0,2
2,36,31,1,1,16.0,0,1
9,6,33,1,3,16.0,5,1
5,13,33,1,2,17.0,0,1
3,17,19,1,5,21.0,1,1
8,35,39,1,5,20.0,0,1
2,34,32,1,5,1.0,0,1
4,19,29,1,1,16.0,2,1
5,24,42,1,5,12.0,0,1
3,39,3,1,5,4.0,0,1
5,54,14,1,5,22.0,0,1
9,6,19,1,1,19.0,3,1
3,17,12,1,5,22.0,0,1
7,5,35,1,1,16.0,0,1
2,36,37,1,1,20.0,0,1
2,42,36,1,3,16.0,0,1
2,34,17,1,1,19.0,0,1
7,48,15,5,4,12.0,0,2
6,47,2,1,5,1.0,0,1
2,34,41,1,1,18.0,0,1
2,36,9,1,5,18.0,0,1
9,6,30,5,1,1.0,5,2
9,6,48,4,2,20.0,0,2
3,18,27,1,3,16.0,1,1
9,6,5,1,5,7.0,0,1
9,6,16,1,5,21.0,1,1
8,4,1,1,5,0.0,0,1
7,48,0,1,5,0.0,0,1
7,48,14,1,1,16.0,2,1
2,36,48,1,2,11.0,0,1
3,17,31,1,1,18.0,1,1
2,36,32,1,5,20.0,0,1
2,34,18,1,1,20.0,0,1
8,49,11,1,1,16.0,0,1
6,47,11,1,5,21.0,0,1
9,53,33,1,5,21.0,2,1
5,13,10,1,5,20.0,0,1
5,24,34,1,5,16.0,0,1
4,27,21,1,1,21.0,0,1
5,24,4,1,5,6.0,0,1
9,6,20,1,5,14.0,6,1
6,28,24,1,1,22.0,5,1
9,6,23,5,3,16.0,0,2
5,37,17,1,5,21.0,6,1
2,34,44,1,1,16.0,0,1
5,13,3,1,5,3.0,0,1
3,26,6,1,5,9.0,0,1
9,6,40,4,2,7.0,0,2
1,25,4,1,5,5.0,0,1
3,39,12,1,5,16.0,0,1
3,55,24,3,1,20.0,0,1
9,6,35,1,1,21.0,0,1
5,37,21,4,1,21.0,0,2
2,42,19,1,1,22.0,0,1
9,53,31,1,3,19.0,3,1
5,13,34,1,3,19.0,0,1
5,13,27,1,1,16.0,1,1
6,28,27,1,1,14.0,1,1
5,37,29,1,1,19.0,8,1
8,4,13,1,1,13.0,0,1
3,18,31,1,3,16.0,0,1
6,21,14,5,5,22.0,0,2
9,6,39,4,1,17.0,0,2
3,26,2,1,5,1.0,0,1
9,6,26,1,1,18.0,4,1
9,6,0,1,5,0.0,0,1
1,25,14,4,1,17.0,3,2
4,20,10,1,5,19.0,0,1
4,20,7,1,5,11.0,0,1
8,8,33,1,1,19.0,7,1
7,48,31,1,1,16.0,0,1
3,26,24,1,1,17.0,4,1
8,49,24,1,5,17.0,0,1
3,39,20,1,1,21.0,4,1
9,41,5,1,5,8.0,0,1
9,2,18,1,5,11.0,0,1
9,6,22,1,1,22.0,5,1
2,42,34,1,1,20.0,0,1
2,36,11,5,1,16.0,1,2
3,26,18,1,1,21.0,7,1
8,49,13,1,1,22.0,6,1
5,24,22,1,5,21.0,2,1
4,27,29,1,1,20.0,0,1
2,36,17,1,1,22.0,3,1
9,15,30,1,3,21.0,1,1
3,39,35,1,1,22.0,3,1
5,51,22,1,1,22.0,5,1
4,19,18,1,1,16.0,3,1
3,18,12,1,5,18.0,1,1
5,12,11,1,5,20.0,0,1
9,6,41,4,1,16.0,0,2
0,72,41,2,3,14.0,0,1
7,48,14,1,1,13.0,2,1
3,17,1,1,5,1.0,0,1
6,1,12,1,5,18.0,0,1
2,34,23,1,1,16.0,0,1
7,40,23,4,1,1.0,3,2
3,26,36,1,1,18.0,3,1
5,51,9,1,5,18.0,0,1
9,6,30,5,1,12.0,2,2
2,34,14,1,5,24.0,3,1
4,27,26,1,1,20.0,3,1
9,6,14,1,5,22.0,1,1
8,30,32,1,1,1.0,0,1
8,49,47,1,1,22.0,0,1
2,36,23,4,1,20.0,1,2
9,6,15,1,5,22.0,1,1
4,29,39,1,2,16.0,0,1
5,51,9,1,5,16.0,0,1
1,25,19,1,1,21.0,0,1
7,48,30,5,1,9.0,6,2
7,48,14,1,5,21.0,3,1
1,44,23,1,3,17.0,0,1
3,26,35,1,3,16.0,0,1
2,36,10,1,5,19.0,0,1
2,34,36,1,5,20.0,2,1
3,55,9,1,5,16.0,0,1
1,9,45,4,2,15.0,0,2
9,6,22,5,1,16.0,1,2
9,53,23,1,1,21.0,5,1
7,48,29,1,5,21.0,5,1
8,8,35,1,3,16.0,0,1
2,42,25,1,3,21.0,0,1
5,12,9,1,5,16.0,0,1
5,13,38,1,1,21.0,0,1
0,72,5,2,5,7.0,0,1
5,54,26,1,1,22.0,2,1
4,46,4,1,5,6.0,0,1
3,17,11,1,1,19.0,1,1
9,6,38,1,5,19.0,0,1
9,41,14,1,1,19.0,6,1
7,48,20,1,3,20.0,3,1
9,53,12,5,5,21.0,8,2
7,48,25,1,5,20.0,0,1
3,26,37,1,1,21.0,0,1
9,6,14,4,1,21.0,4,2
8,4,20,1,3,21.0,2,1
5,10,4,1,5,6.0,0,1
9,41,24,1,1,21.0,0,1
9,6,7,1,5,1.0,0,1
9,6,34,1,1,21.0,0,1
5,13,28,1,5,18.0,3,1
9,6,22,1,1,18.0,0,1
3,26,4,1,5,5.0,0,1
7,48,20,1,3,20.0,7,1
5,13,5,1,5,8.0,0,1
5,12,38,1,1,24.0,0,1
2,42,33,1,1,22.0,0,1
5,13,1,1,5,0.0,0,1
5,24,31,1,1,16.0,3,1
7,48,34,1,3,21.0,0,1
7,48,32,1,1,21.0,15,1
5,37,42,1,1,18.0,0,1
9,53,30,1,5,19.0,3,1
4,27,2,1,5,1.0,0,1
7,48,17,1,1,20.0,4,1
9,6,5,1,5,8.0,0,1
3,39,17,1,1,22.0,9,1
5,12,27,1,3,21.0,3,1
2,36,17,1,5,21.0,5,1
6,1,38,1,1,16.0,0,1
8,8,6,1,5,8.0,0,1
2,36,28,1,1,21.0,5,1
2,34,3,1,5,4.0,0,1
6,47,4,1,5,5.0,0,1
7,48,3,1,5,3.0,0,1
6,28,2,1,5,2.0,0,1
3,18,39,1,2,16.0,0,1
4,29,5,1,5,7.0,0,1
9,6,29,1,5,1.0,0,1
5,24,12,1,5,16.0,0,1
3,17,5,1,5,7.0,0,1
3,39,26,1,3,21.0,3,1
7,48,23,1,5,16.0,0,1
2,36,4,1,5,5.0,0,1
7,22,40,1,2,20.0,0,1
6,28,37,1,1,21.0,0,1
1,25,14,1,5,21.0,0,1
4,19,18,1,1,20.0,2,1
3,39,25,1,1,21.0,14,1
7,48,8,5,5,11.0,0,2
5,13,25,1,1,21.0,0,1
9,6,28,1,5,1.0,0,1
9,6,30,1,1,23.0,45,1
3,18,18,1,1,18.0,0,1
2,36,17,1,5,18.0,2,1
5,37,10,1,5,19.0,0,1
7,48,14,1,1,19.0,1,1
5,37,31,1,1,18.0,0,1
3,17,13,5,5,22.0,0,2
6,1,19,1,1,20.0,1,1
2,34,16,1,1,22.0,9,1
3,55,30,1,1,19.0,1,1
7,22,43,1,2,15.0,0,1
7,48,33,4,1,20.0,0,2
5,24,2,1,5,3.0,0,1
2,34,5,1,5,8.0,0,1
5,13,27,4,1,21.0,7,2
6,1,31,4,3,12.0,0,2
9,53,37,1,1,16.0,0,1
4,20,42,1,1,16.0,0,1
7,48,20,1,2,19.0,1,1
2,42,28,1,1,18.0,6,1
7,48,1,1,5,1.0,0,1
9,6,32,1,1,23.0,0,1
3,18,40,1,3,19.0,0,1
3,39,37,1,1,12.0,0,1
6,1,32,1,3,21.0,2,1
5,12,32,4,2,16.0,0,2
8,49,19,1,1,21.0,1,1
3,18,26,1,3,15.0,0,1
5,51,12,1,5,17.0,0,1
3,17,41,1,1,16.0,0,1
8,8,25,1,5,22.0,9,1
5,24,10,1,5,19.0,0,1
9,6,14,4,5,19.0,0,2
3,18,30,1,1,16.0,2,1
2,42,32,1,1,18.0,1,1
5,12,22,4,1,22.0,0,2
3,26,12,1,5,21.0,0,1
8,16,37,1,3,24.0,0,1
4,29,13,1,5,21.0,2,1
8,30,20,1,1,20.0,4,1
6,1,1,1,5,0.0,0,1
2,36,33,1,1,21.0,1,1
3,39,25,1,3,17.0,1,1
2,34,33,4,1,24.0,0,2
5,24,26,4,5,16.0,1,2
